|6.6.6
dunite_stx11_1.tab                                                                                  
           2
P(bar)  
   10.000000000000000     
   1515.0505050505051     
         100
T(K)    
   800.00000000000000     
   14.141414141414142     
         100
           3
rho,kg/m3      vp,km/s        vs,km/s       
  3338.03        8.20449        4.58387     
  3342.14        8.21811        4.58819     
  3346.15        8.23116        4.59238     
  3350.23        8.24455        4.59662     
  3354.21        8.25751        4.60075     
  3358.19        8.27042        4.60487     
  3362.18        8.28344        4.60900     
  3366.10        8.29616        4.61308     
  3370.05        8.30897        4.61712     
  3373.95        8.32160        4.62115     
  3377.84        8.33418        4.62514     
  3381.73        8.34671        4.62910     
  3385.56        8.35907        4.63305     
  3389.42        8.37145        4.63695     
  3393.23        8.38373        4.64084     
  3397.03        8.39593        4.64471     
  3400.84        8.40815        4.64856     
  3404.61        8.42023        4.65236     
  3408.37        8.43225        4.65616     
  3412.11        8.44421        4.65994     
  3415.84        8.45612        4.66371     
  3419.55        8.46796        4.66741     
  3423.24        8.47973        4.67113     
  3426.94        8.49151        4.67482     
  3430.61        8.50315        4.67847     
  3434.25        8.51473        4.68212     
  3437.91        8.52634        4.68574     
  3441.52        8.53780        4.68935     
  3445.14        8.54926        4.69293     
  3448.75        8.56067        4.69649     
  3452.35        8.57206        4.70008     
  3455.92        8.58332        4.70356     
  3459.49        8.59461        4.70712     
  3463.06        8.60584        4.71061     
  3466.59        8.61694        4.71406     
  3470.12        8.62805        4.71753     
  3473.65        8.63914        4.72098     
  3477.16        8.65017        4.72442     
  3480.68        8.66120        4.72784     
  3487.56        8.69855        4.75789     
  3491.09        8.70938        4.76138     
  3494.52        8.72008        4.76488     
  3498.04        8.73090        4.76837     
  3501.50        8.74159        4.77183     
  3504.98        8.75229        4.77529     
  3508.48        8.76301        4.77873     
  3511.84        8.77346        4.78214     
  3515.30        8.78405        4.78554     
  3518.70        8.79453        4.78892     
  3530.61        8.84073        4.81654     
  3643.83        9.32672        5.14292     
  3698.20        9.57089        5.30610     
  3701.22        9.58063        5.30916     
  3704.22        9.59034        5.31222     
  3707.49        9.60046        5.31529     
  3710.32        9.60980        5.31829     
  3713.61        9.61994        5.32135     
  3716.83        9.62990        5.32437     
  3719.68        9.63922        5.32735     
  3722.91        9.64915        5.33034     
  3725.89        9.65864        5.33330     
  3729.06        9.66840        5.33626     
  3157.68        6.79472        3.27075     
  3162.66        7.58922        4.37453     
  3167.75        7.60766        4.38035     
  3177.84        7.65433        4.40087     
  3184.97        7.68372        4.41280     
  3189.88        7.70109        4.41842     
  3194.76        7.71823        4.42397     
  3199.59        7.73511        4.42944     
  3204.40        7.75181        4.43485     
  3209.17        7.76830        4.44020     
  3213.91        7.78471        4.44553     
  3218.62        7.80104        4.45084     
  3223.30        7.81715        4.45607     
  3227.94        7.83306        4.46124     
  3232.56        7.84885        4.46637     
  3237.16        7.86450        4.47145     
  3241.72        7.88000        4.47648     
  3246.26        7.89538        4.48147     
  3250.77        7.91063        4.48642     
  3255.25        7.92584        4.49136     
  3259.71        7.94083        4.49622     
  3264.15        7.95570        4.50102     
  3268.55        7.97053        4.50584     
  3272.94        7.98514        4.51055     
  3277.30        7.99967        4.51524     
  3281.64        8.01420        4.51995     
  3285.95        8.02855        4.52458     
  3290.24        8.04279        4.52917     
  3294.51        8.05693        4.53372     
  3298.76        8.07093        4.53821     
  3303.01        8.08510        4.54277     
  3307.29        8.09941        4.54734     
  3311.60        8.11396        4.55196     
  3315.77        8.12770        4.55635     
  3319.99        8.14174        4.56083     
  3324.16        8.15557        4.56525     
  3328.28        8.16917        4.56962     
  3332.42        8.18287        4.57400     
  3336.53        8.19636        4.57829     
  3340.64        8.20999        4.58265     
  3344.70        8.22330        4.58689     
  3348.75        8.23653        4.59110     
  3352.75        8.24957        4.59527     
  3356.75        8.26259        4.59941     
  3360.75        8.27566        4.60357     
  3364.69        8.28845        4.60765     
  3368.66        8.30132        4.61172     
  3372.57        8.31401        4.61575     
  3376.48        8.32664        4.61976     
  3380.34        8.33912        4.62373     
  3384.20        8.35157        4.62769     
  3388.07        8.36399        4.63160     
  3391.88        8.37630        4.63552     
  3395.70        8.38856        4.63940     
  3399.51        8.40076        4.64322     
  3403.28        8.41286        4.64708     
  3407.06        8.42493        4.65086     
  3410.80        8.43693        4.65468     
  3414.54        8.44887        4.65843     
  3418.26        8.46075        4.66217     
  3421.96        8.47256        4.66589     
  3425.66        8.48430        4.66955     
  3429.33        8.49601        4.67325     
  3432.99        8.50764        4.67691     
  3436.64        8.51925        4.68055     
  3440.27        8.53076        4.68416     
  3443.91        8.54227        4.68775     
  3447.52        8.55369        4.69132     
  3451.12        8.56511        4.69492     
  3454.71        8.57643        4.69844     
  3458.28        8.58770        4.70197     
  3461.84        8.59894        4.70546     
  3465.38        8.61009        4.70893     
  3468.92        8.62123        4.71242     
  3472.46        8.63236        4.71587     
  3475.98        8.64342        4.71932     
  3479.48        8.65440        4.72272     
  3482.95        8.66529        4.72611     
  3489.84        8.70271        4.75626     
  3493.35        8.71350        4.75973     
  3496.82        8.72426        4.76323     
  3500.28        8.73496        4.76670     
  3503.78        8.74571        4.77016     
  3507.28        8.75645        4.77362     
  3510.65        8.76692        4.77704     
  3514.07        8.77747        4.78044     
  3517.55        8.78808        4.78384     
  3521.01        8.79863        4.78722     
  3612.60        9.18761        5.04757     
  3696.83        9.56405        5.30088     
  3699.91        9.57391        5.30395     
  3702.90        9.58359        5.30702     
  3705.91        9.59330        5.31007     
  3709.21        9.60348        5.31314     
  3712.05        9.61287        5.31618     
  3715.29        9.62284        5.31919     
  3718.38        9.63258        5.32219     
  3721.49        9.64232        5.32519     
  3724.65        9.65210        5.32816     
  3727.87        9.66198        5.33115     
  3155.74        6.78549        3.26629     
  3160.74        7.57865        4.36809     
  3165.86        7.59720        4.37395     
  3176.82        7.64919        4.39707     
  3183.12        7.67412        4.40660     
  3188.04        7.69145        4.41221     
  3192.93        7.70861        4.41777     
  3197.78        7.72559        4.42328     
  3202.60        7.74232        4.42871     
  3207.39        7.75894        4.43410     
  3212.14        7.77543        4.43947     
  3216.87        7.79184        4.44480     
  3221.56        7.80797        4.45004     
  3226.22        7.82399        4.45525     
  3230.86        7.83980        4.46039     
  3235.46        7.85553        4.46550     
  3240.04        7.87115        4.47058     
  3244.59        7.88659        4.47559     
  3249.11        7.90191        4.48057     
  3253.61        7.91703        4.48546     
  3258.08        7.93214        4.49038     
  3262.52        7.94709        4.49522     
